date,customer_id,event
2025-10-02,C100655,web_visit
2025-01-05,C100448,email_click
2024-10-09,C100404,push_click
2025-07-29,C100071,push_click
2025-04-26,C100057,email_open
2025-04-29,C101030,push_click
2025-09-10,C100167,web_visit
2025-04-02,C100742,push_open
2025-09-24,C100287,web_visit
2025-05-18,C100843,email_open
2025-03-31,C101120,email_open
2025-07-05,C101117,email_open
2025-03-23,C100308,web_visit
2025-07-21,C100594,email_click
2025-03-10,C101086,email_open
2024-12-11,C101127,email_click
2025-07-17,C100764,email_open
2025-04-22,C100480,web_visit
2025-08-13,C100628,email_open
2025-03-18,C100164,web_visit
2025-01-28,C100633,email_click
2025-03-01,C101004,web_visit
2025-01-16,C100361,push_click
2025-04-22,C101101,email_open
2025-04-11,C100715,email_open
2025-03-02,C100354,web_visit
2025-05-27,C101113,web_visit
2025-02-15,C101135,push_open
2025-05-29,C100533,email_click
2025-06-12,C101096,push_click
2025-02-13,C101029,email_open
2025-08-04,C100556,push_open
2024-12-01,C100331,email_click
2025-02-24,C100141,email_open
2025-05-27,C100476,push_click
2024-10-26,C100790,push_click
2025-09-25,C101146,email_open
2025-06-28,C100418,push_open
2024-12-31,C100138,email_open
2025-05-24,C100740,web_visit
2025-06-21,C101064,push_click
2025-10-03,C100049,email_click
2025-01-29,C100728,email_open
2025-03-12,C100644,web_visit
2024-12-20,C100199,email_click
2025-06-04,C100207,push_open
2025-07-20,C100685,web_visit
2025-03-09,C100001,email_open
2025-05-27,C100571,email_open
2025-05-20,C101150,push_open
2025-06-25,C100017,push_open
2025-10-03,C100054,web_visit
2025-02-06,C101154,email_open
2025-01-05,C100446,push_click
2025-08-21,C100598,email_open
2025-03-18,C100126,email_open
2025-08-22,C100810,email_open
2025-07-03,C100941,web_visit
2025-03-03,C100413,push_open
2025-06-24,C100151,web_visit
2025-03-24,C101018,email_click
2025-07-27,C100227,web_visit
2025-02-26,C100763,push_click
2025-09-25,C100992,email_click
2025-08-02,C100639,email_open
2024-12-04,C100334,push_click
2024-10-20,C100163,push_open
2025-03-24,C100847,push_open
2025-02-18,C100587,push_open
2025-05-13,C100306,push_open
2025-02-23,C101055,push_click
2025-06-19,C100955,email_open
2025-05-09,C100454,push_click
2024-12-05,C100398,push_click
2025-07-04,C100249,push_open
2025-09-01,C100259,web_visit
2025-05-04,C100969,push_click
2025-04-12,C100111,email_open
2025-06-20,C100255,push_open
2025-04-22,C100233,email_open
2025-05-11,C100624,email_open
2025-01-13,C100478,push_open
2024-12-17,C100580,email_open
2025-04-17,C100272,email_click
2025-04-22,C101180,push_click
2025-08-20,C100772,web_visit
2024-11-12,C101057,email_open
2025-03-24,C100526,email_click
2024-11-10,C100107,email_click
2024-11-23,C100928,push_click
2025-06-28,C100935,push_open
2024-12-15,C100531,web_visit
2025-04-14,C100970,push_click
2025-01-31,C100592,push_click
2025-04-07,C100076,push_open
2025-04-15,C100538,push_click
2024-10-24,C100082,push_open
2025-07-18,C100199,push_click
2025-05-16,C100423,web_visit
2024-12-19,C100882,email_open
2025-06-08,C100624,email_click
2024-11-07,C100226,push_click
2024-12-02,C100640,web_visit
2025-04-22,C101030,email_open
2024-12-05,C100875,push_click
2025-05-05,C100008,push_click
2025-09-07,C100161,web_visit
2024-11-03,C100275,push_open
2024-10-23,C100536,email_open
2024-12-24,C100079,push_click
2024-12-08,C100641,web_visit
2025-01-05,C100419,push_click
2025-05-10,C100168,email_click
2025-01-10,C101114,push_open
2025-03-15,C100783,web_visit
2025-09-12,C100019,push_open
2025-01-31,C100986,push_click
2025-02-05,C100086,email_open
2024-11-01,C100806,email_open
2024-11-08,C100777,email_open
2025-07-06,C100548,email_click
2024-12-25,C100729,push_click
2025-04-03,C100237,email_click
2025-07-07,C100947,push_open
2025-09-10,C100574,web_visit
2025-09-02,C101132,web_visit
2024-12-20,C100813,push_click
2025-04-17,C101001,email_open
2025-04-22,C100794,web_visit
2025-05-27,C100131,push_click
2025-02-22,C100605,email_click
2024-12-14,C101101,push_open
2025-08-20,C100247,push_open
2025-07-18,C100379,web_visit
2025-08-25,C100614,email_click
2025-09-02,C100968,push_open
2025-08-04,C100123,email_click
2025-07-22,C101192,push_click
2025-06-30,C100782,push_click
2025-05-13,C100174,email_open
2025-06-25,C100592,push_click
2025-06-21,C100690,email_open
2025-08-22,C100373,email_open
2024-11-01,C100484,web_visit
2024-11-30,C100274,email_open
2024-12-06,C100517,email_open
2025-02-08,C100270,web_visit
2025-03-28,C101088,push_open
2025-05-19,C100703,email_click
2025-02-13,C100373,push_open
2024-11-10,C100851,push_open
2025-09-26,C100712,push_click
2025-05-24,C100535,email_click
2025-05-07,C100867,push_click
2025-01-19,C100516,email_open
2025-01-03,C100401,email_open
2025-05-13,C100699,email_open
2025-07-02,C100917,email_open
2025-03-27,C100828,push_click
2025-03-30,C100030,email_open
2025-08-07,C100629,web_visit
2024-10-25,C101074,push_click
2025-09-28,C100925,push_open
2024-10-12,C101002,email_open
2025-01-22,C100151,push_click
2024-10-14,C100623,email_click
2024-11-13,C100628,push_click
2025-07-20,C100440,email_open
2025-08-05,C100743,push_click
2025-07-19,C100634,push_open
2025-03-10,C100476,web_visit
2024-11-04,C100430,web_visit
2024-11-30,C100996,email_click
2025-01-29,C100250,web_visit
2025-08-12,C100523,email_click
2025-01-12,C100580,email_open
2025-03-27,C100290,web_visit
2025-08-03,C100151,email_open
2025-01-12,C100111,email_click
2025-02-09,C100916,email_click
2025-01-02,C100266,push_click
2025-06-18,C100725,push_open
2025-07-30,C100963,web_visit
2025-04-16,C100883,push_open
2025-07-24,C100483,email_click
2025-10-07,C100552,email_open
2025-01-18,C100254,email_open
2025-06-08,C100067,email_click
2025-10-02,C101043,push_click
2025-01-02,C100198,email_open
2024-10-20,C100402,push_click
2025-07-01,C100642,email_click
2024-10-26,C100104,push_open
2025-06-09,C100994,email_click
2025-05-30,C100076,email_click
2025-09-24,C101096,push_open
2025-08-29,C100402,web_visit
2024-12-01,C100709,push_open
2025-09-27,C100354,email_open
2025-09-03,C100087,push_click
2025-08-01,C100552,push_open
2025-01-22,C100589,email_click
2025-07-23,C100360,web_visit
2025-05-23,C100283,push_open
2024-11-10,C100559,email_open
2025-06-15,C100862,push_click
2025-09-11,C100668,push_open
2024-10-30,C100719,push_click
2025-07-27,C101013,push_open
2025-02-04,C100080,email_open
2025-01-30,C100891,email_open
2024-10-17,C100238,push_click
2025-09-26,C100061,email_open
2025-04-08,C100334,email_open
2025-08-13,C100290,email_click
2025-03-01,C100092,email_click
2025-08-20,C100395,web_visit
2025-08-31,C100852,push_click
2024-11-02,C101055,push_open
2025-04-28,C100544,web_visit
2025-09-26,C100772,email_open
2025-03-13,C101160,push_click
2025-08-06,C100299,email_click
2025-02-01,C100181,web_visit
2025-05-19,C100092,push_open
2025-06-02,C101094,push_open
2025-03-20,C100354,email_open
2025-05-19,C100423,email_click
2025-07-21,C101083,push_click
2024-11-12,C100991,web_visit
2025-07-22,C100369,email_open
2025-09-29,C101060,email_click
2025-06-19,C100140,email_open
2024-12-04,C100354,email_open
2024-12-18,C100507,email_open
2025-05-13,C100326,web_visit
2025-09-03,C100725,push_open
2025-03-04,C100917,email_click
2024-11-28,C100154,email_open
2024-11-29,C100254,push_click
2025-02-12,C100722,push_open
2025-04-20,C100966,email_open
2025-05-06,C100811,push_open
2024-11-15,C100677,push_click
2024-10-28,C101010,push_click
2025-09-13,C100062,email_open
2025-04-20,C100494,email_click
2025-05-01,C100308,email_open
2025-01-30,C100732,push_click
2025-05-24,C100500,email_open
2025-07-01,C101027,email_open
2025-03-17,C100572,web_visit
2024-11-30,C100986,web_visit
2025-01-07,C101003,email_open
2025-01-27,C101063,email_open
2025-04-03,C100760,push_open
2025-07-04,C100945,email_open
2025-03-22,C100517,push_click
2025-08-07,C100469,push_open
2025-03-30,C100482,email_click
2025-04-23,C101132,email_open
2025-02-08,C100298,web_visit
2025-08-06,C100007,email_open
2024-10-25,C100176,push_click
2025-04-24,C100042,email_click
2025-03-11,C101056,push_click
2025-10-03,C100973,push_click
2025-04-04,C100238,email_open
2024-11-14,C100669,push_click
2024-10-26,C101011,email_open
2025-10-04,C100426,push_open
2024-12-22,C100174,push_click
2024-10-12,C100374,web_visit
2025-02-03,C100662,email_open
2024-10-29,C100717,push_click
2025-08-09,C100350,email_open
2025-06-13,C100090,web_visit
2024-12-16,C100446,email_open
2025-04-02,C100448,email_open
2024-11-29,C100591,email_open
2025-06-27,C100929,push_open
2025-03-15,C100888,web_visit
2025-06-23,C100720,email_click
2025-03-30,C100290,push_open
2025-03-02,C100055,email_click
2024-12-20,C100508,email_open
2025-02-07,C100779,push_click
2025-08-05,C101110,web_visit
2025-08-04,C100286,push_open
2025-06-14,C100498,email_open
2025-09-22,C100574,push_open
2025-03-25,C100779,web_visit
2025-09-07,C101046,push_click
2025-05-03,C100073,push_open
2025-02-09,C101031,push_open
2025-06-21,C100134,email_click
2024-11-15,C101080,push_open
2025-09-26,C100646,web_visit
2025-02-24,C100775,push_open
2024-11-28,C100674,email_click
2024-10-28,C100384,email_click
2024-11-14,C100698,push_click
2025-03-19,C100163,push_click
2024-12-19,C100897,push_open
2024-12-08,C101035,push_open
2025-07-13,C100757,web_visit
2025-09-30,C101090,push_open
2025-02-10,C100151,email_open
2024-12-24,C100810,push_open
2025-05-30,C101112,push_click
2025-06-18,C100147,web_visit
2025-05-12,C100056,email_click
2025-01-28,C100887,email_click
2025-04-15,C100992,email_open
2024-10-28,C100574,web_visit
2025-03-21,C100764,email_click
2025-08-09,C100492,email_open
2025-06-30,C100052,push_open
2025-10-03,C100725,web_visit
2025-03-14,C100068,push_open
2025-05-05,C100069,email_click
2025-03-18,C100069,push_click
2025-03-08,C101067,push_click
2025-06-18,C101154,push_click
2024-11-21,C100975,web_visit
2024-10-31,C100512,email_click
2025-05-17,C100421,web_visit
2024-11-23,C100063,web_visit
2024-12-23,C100898,push_open
2025-07-28,C100647,web_visit
2025-01-20,C100201,push_open
2024-12-02,C100139,push_open
2025-08-27,C100357,email_click
2024-12-13,C100099,web_visit
2025-03-01,C100528,email_click
2025-08-28,C100784,email_open
2024-12-18,C100298,email_open
2025-04-06,C100470,push_open
2025-09-09,C100703,web_visit
2025-03-17,C100388,web_visit
2024-11-29,C100897,push_click
2025-07-14,C100465,email_click
2025-05-06,C100194,email_open
2025-02-26,C100003,email_click
2025-09-21,C100068,push_open
2025-02-11,C100558,web_visit
2025-08-20,C100508,push_open
2025-09-26,C100205,web_visit
2024-10-13,C100641,push_click
2025-03-18,C101044,email_open
2024-12-01,C100027,push_click
2025-03-20,C100846,web_visit
2025-06-25,C100975,push_open
2025-05-01,C101102,email_click
2025-09-24,C100129,web_visit
2025-02-22,C101024,email_open
2024-11-22,C101016,web_visit
2025-03-04,C100024,web_visit
2024-10-31,C100367,push_click
2024-10-12,C100240,push_click
2025-07-10,C100860,email_click
2025-05-08,C101145,push_click
2024-12-30,C100965,push_click
2025-03-12,C100213,push_open
2024-11-12,C100254,push_open
2025-08-22,C101140,push_click
2025-06-21,C100757,push_open
2025-07-31,C100861,email_click
2025-04-14,C100485,web_visit
2025-01-27,C100095,push_open
2025-02-14,C101125,push_open
2025-09-30,C100661,push_click
2025-03-25,C100730,push_open
2025-06-16,C101090,web_visit
2025-06-14,C100386,email_open
2025-09-26,C100098,email_click
2025-09-09,C100832,email_open
2025-01-30,C101089,push_open
2025-04-22,C100341,push_click
2025-09-12,C101124,push_open
2025-03-30,C100999,email_click
2025-02-01,C100698,email_open
2025-08-07,C100139,push_open
2025-08-11,C100895,web_visit
2025-07-24,C100501,email_open
2025-01-11,C100427,email_open
2025-06-09,C101124,email_open
2025-04-21,C101119,email_open
2025-03-22,C100806,push_open
2025-07-16,C101145,push_click
2025-05-31,C100946,web_visit
2025-08-17,C100621,email_open
2025-01-31,C100322,web_visit
2025-08-08,C100683,web_visit
2025-05-29,C101037,push_open
2024-11-15,C100822,email_click
2024-10-20,C100794,push_click
2025-03-27,C100612,push_open
2025-02-23,C100747,email_click
2025-01-07,C101179,push_click
2024-10-23,C100370,email_click
2025-02-19,C100431,web_visit
2024-12-02,C100853,web_visit
2025-06-04,C101052,email_open
2024-10-08,C101197,email_open
2025-01-15,C100595,push_click
2025-05-07,C101061,push_click
2025-05-19,C100579,push_open
2025-09-08,C100016,web_visit
2025-02-01,C100287,push_click
2024-12-02,C100705,email_open
2025-08-05,C101017,web_visit
2025-09-09,C101068,web_visit
2025-01-12,C100477,web_visit
2024-11-24,C100321,email_click
2025-07-05,C100163,email_open
2025-09-06,C100265,email_click
2025-05-22,C100178,email_open
2025-04-10,C100692,email_click
2025-01-22,C100230,web_visit
2025-03-31,C100370,push_open
2025-04-01,C101043,push_open
2024-10-19,C100400,push_click
2024-11-21,C100885,email_open
2025-02-20,C100407,email_click
2024-10-30,C100154,push_click
2025-08-04,C100434,email_open
2025-06-08,C100319,email_open
2024-10-28,C100402,web_visit
2024-11-11,C100899,email_open
2025-10-02,C100160,email_open
2024-11-11,C100653,email_open
2025-08-25,C101050,email_click
2024-12-06,C100256,email_open
2024-11-15,C100351,push_click
2024-11-30,C100803,push_click
2025-07-14,C100834,push_click
2025-09-18,C101030,web_visit
2024-10-29,C100954,web_visit
2024-10-20,C100291,push_click
2025-05-08,C100845,web_visit
2025-03-13,C100466,email_open
2025-06-16,C100079,email_open
2025-04-03,C100205,push_open
2025-04-06,C100974,email_open
2025-07-01,C101122,email_click
2024-11-12,C100515,email_open
2025-05-15,C100035,email_open
2024-11-29,C100099,web_visit
2024-12-13,C100668,email_click
2025-04-28,C101178,email_click
2024-10-21,C100569,email_click
2025-08-09,C100295,email_click
2024-10-11,C100878,push_click
2025-02-16,C100947,email_open
2025-09-29,C100521,push_open
2025-08-13,C100793,push_open
2025-08-29,C101107,web_visit
2025-06-28,C101157,web_visit
2024-12-16,C101071,push_open
2024-12-17,C101113,email_click
2025-03-21,C100285,web_visit
2025-08-26,C100766,push_open
2025-06-17,C100201,email_open
2025-03-16,C100277,push_open
2025-07-27,C100053,web_visit
2025-01-20,C100363,email_open
2025-04-09,C100782,email_open
2024-10-22,C100758,push_click
2024-10-19,C101154,email_open
2025-07-17,C101045,push_click
2024-10-10,C100327,push_click
2025-10-01,C101104,push_open
2025-09-04,C100148,email_click
2024-12-03,C100229,email_click
2025-03-28,C100610,push_click
2025-04-11,C100128,push_open
2025-02-24,C101043,email_click
2025-02-08,C100646,email_click
2025-05-21,C100944,push_open
2025-07-27,C101018,email_click
2024-12-29,C101035,email_open
2025-09-15,C101071,email_click
2025-03-13,C101060,web_visit
2025-09-09,C100013,push_open
2025-08-03,C100557,push_click
2025-09-10,C100943,push_click
2025-06-14,C100788,email_open
2025-06-29,C100809,push_open
2025-09-21,C101061,web_visit
2025-07-17,C101142,email_click
2025-01-25,C101014,email_open
2025-09-13,C100151,web_visit
2025-07-17,C100565,push_open
2025-06-20,C100415,email_click
2025-07-02,C101171,push_open
2025-01-07,C100412,push_click
2025-03-27,C101009,push_open
2025-07-07,C100861,push_open
2025-09-06,C100404,email_open
2025-05-24,C100079,push_click
2025-03-07,C100106,email_open
2025-03-31,C101068,email_click
2025-09-11,C100513,web_visit
2025-10-03,C100751,push_open
2025-05-02,C100014,push_open
2025-01-01,C100382,web_visit
2025-03-14,C100810,email_click
2025-05-07,C100322,push_open
2025-08-23,C100962,email_click
2025-09-18,C100144,push_open
2025-06-20,C100297,email_click
2025-07-06,C101139,email_click
2025-01-23,C100665,email_click
2025-03-08,C100330,web_visit
2024-12-20,C100108,email_open
2025-08-18,C100423,push_open
2025-05-05,C101087,push_open
2025-01-19,C100876,web_visit
2025-05-18,C101077,push_click
2025-09-10,C100493,email_click
2025-04-24,C100495,web_visit
2025-08-13,C100062,email_open
2025-08-02,C100361,web_visit
2025-04-01,C100653,email_click
2024-12-12,C100856,email_open
2025-07-30,C100672,email_open
2024-12-12,C100988,email_click
2025-09-12,C101002,web_visit
2025-07-24,C100399,web_visit
2025-08-23,C100108,email_click
2025-03-14,C100340,push_click
2025-10-03,C100221,email_click
2024-12-29,C100615,email_click
2025-04-06,C100522,web_visit
2025-04-26,C100010,web_visit
2025-09-22,C100458,push_open
2025-06-09,C100200,push_open
2024-11-14,C100957,push_open
2024-12-22,C101093,email_open
2025-06-27,C100762,email_open
2025-06-18,C100243,push_click
2025-04-14,C100726,push_open
2024-12-03,C101005,push_click
2025-06-12,C101134,push_click
2025-03-13,C100301,push_open
2025-06-24,C100192,email_click
2025-01-01,C100011,email_click
2025-07-15,C100561,email_open
2024-12-28,C100490,email_open
2025-09-18,C100783,push_click
2025-05-28,C100099,push_open
2025-02-28,C100053,email_click
2025-05-16,C100160,email_click
2025-07-19,C101100,push_open
2024-12-06,C100662,push_open
2025-08-31,C100015,push_open
2025-08-25,C100974,push_open
2025-05-02,C100959,email_open
2025-03-02,C100656,push_open
2025-05-10,C100741,email_click
2025-03-18,C100038,email_click
2025-08-22,C100278,web_visit
2025-04-20,C100570,push_click
2025-03-26,C100259,email_click
2025-08-23,C101058,push_open
2025-05-19,C100110,email_click
2025-06-05,C101186,email_open
2025-06-20,C101149,push_click
2025-07-29,C100923,web_visit
2025-07-30,C101017,email_open
2025-02-02,C100823,email_click
2025-04-03,C100017,web_visit
2025-09-19,C100045,web_visit
2025-01-03,C100975,email_open
2025-03-15,C100325,email_click
2025-10-07,C100317,email_click
2024-10-27,C100331,push_click
2025-01-23,C100817,web_visit
2024-12-02,C100763,email_open
2024-10-15,C101145,push_open
2025-07-14,C100995,push_open
2024-10-31,C101070,email_open
2025-08-10,C100956,email_click
2024-10-23,C101164,email_open
2025-05-13,C100536,web_visit
2025-10-03,C100488,web_visit
2025-04-14,C100655,email_open
2025-08-28,C100615,email_open
2024-10-21,C100760,push_open
2025-05-03,C100750,web_visit
2025-04-19,C100859,web_visit
2025-03-20,C100793,email_open
2024-11-24,C100832,push_open
2025-04-17,C100190,push_open
2025-02-08,C100080,web_visit
2024-10-11,C100239,web_visit
2025-03-31,C100505,email_open
2025-02-26,C100437,email_click
2025-09-24,C100699,email_open
2025-04-26,C101010,email_open
2025-03-14,C100876,email_click
2025-06-07,C100010,push_click
2024-11-07,C100314,email_open
2025-02-11,C100916,push_click
2025-08-17,C101039,push_open
2025-01-14,C100015,email_open
2025-01-04,C100955,push_open
2024-10-11,C100527,web_visit
2025-08-16,C100743,push_open
2025-07-08,C100590,push_open
2025-06-21,C100164,email_open
2024-10-13,C100432,push_click
2025-05-02,C100299,email_click
2025-05-09,C100851,push_click
2024-10-14,C100056,push_open
2025-05-14,C100508,push_click
2025-06-04,C100621,push_click
2025-01-23,C101155,push_open
2024-11-14,C100486,push_click
2024-10-18,C100583,push_click
2025-06-11,C100140,email_click
2025-07-01,C100821,push_click
2025-04-15,C100767,push_click
2025-01-29,C100127,push_click
2024-11-04,C100423,push_open
2025-08-20,C100431,web_visit
2025-01-25,C100008,web_visit
2024-12-28,C100478,email_open
2024-11-25,C101058,push_open
2025-06-17,C100710,push_click
2025-08-25,C100459,email_click
2025-09-20,C100804,push_click
2025-09-01,C100756,web_visit
2025-05-30,C100008,email_open
2025-05-31,C100751,push_open
2025-02-07,C100795,email_open
2025-01-10,C100580,email_click
2025-06-18,C100761,email_open
2025-05-14,C100071,push_click
2025-08-28,C100185,web_visit
2025-06-22,C100070,push_click
2025-08-14,C100741,push_click
2024-11-12,C100384,email_click
2025-07-20,C100363,push_open
2024-11-27,C100703,email_click
2025-04-13,C101047,push_click
2025-05-03,C100059,email_click
2025-04-26,C100186,email_click
2025-08-30,C100464,push_click
2025-03-01,C100030,web_visit
2025-09-21,C100183,email_click
2024-10-08,C100713,push_open
2025-09-21,C100781,push_click
2025-02-11,C100426,email_open
2025-01-22,C100405,push_open
2025-02-26,C100273,push_click
2025-09-11,C100937,email_click
2025-04-16,C100013,email_open
2025-06-09,C100803,push_click
2025-01-09,C101024,email_open
2024-11-09,C100574,email_click
2025-05-09,C100711,email_click
2024-12-03,C101096,push_click
2025-08-21,C100061,email_open
2025-02-15,C100500,push_open
2025-05-21,C100688,push_click
2025-03-29,C100779,push_open
2025-04-10,C100475,push_open
2025-09-11,C100454,push_click
2025-02-11,C100847,push_click
2025-06-07,C100867,email_click
2025-06-04,C100420,push_open
2025-01-08,C100008,email_click
2025-05-07,C100026,push_open
2025-03-01,C100418,email_click
2025-01-27,C100510,email_click
2025-05-30,C100335,email_open
2025-01-12,C100881,push_open
2025-03-26,C100201,web_visit
2024-12-17,C100436,push_click
2025-05-19,C101077,push_open
2025-06-16,C100770,web_visit
2025-02-13,C100006,email_click
2024-11-22,C100775,push_open
2024-12-17,C101015,push_click
2025-06-29,C100889,web_visit
2025-09-17,C100931,email_click
2025-01-10,C101058,push_click
2024-12-29,C100248,push_open
2024-11-17,C100433,web_visit
2025-06-17,C100254,email_click
2025-05-12,C100833,web_visit
2025-05-09,C100224,push_open
2025-02-25,C100938,push_click
2025-07-15,C100886,push_click
2024-11-03,C100060,email_open
2024-12-24,C100188,push_click
2024-11-05,C101130,push_click
2025-07-14,C101105,web_visit
2025-06-13,C100378,email_click
2025-03-20,C100929,web_visit
2025-08-10,C100998,web_visit
2025-07-09,C100012,push_click
2024-11-06,C100997,push_click
2025-02-12,C100939,web_visit
2024-10-10,C100861,email_open
2025-01-08,C100042,web_visit
2025-06-27,C100227,push_click
2025-08-19,C100207,email_open
2025-04-25,C100292,web_visit
2025-10-04,C101165,email_click
2025-07-10,C100858,push_click
2025-03-24,C100273,email_open
2025-10-03,C100062,email_click
2025-07-13,C100209,push_click
2025-04-17,C100429,push_click
2025-01-27,C101048,push_open
2025-01-05,C100759,email_open
2025-08-09,C100115,web_visit
2025-04-24,C100480,web_visit
2025-03-21,C100159,email_open
2025-02-24,C101175,push_click
2025-01-19,C100544,push_open
2024-11-23,C101029,email_click
2025-09-03,C100564,email_click
2025-09-04,C100487,push_open
2024-12-29,C100927,email_open
2025-05-30,C100026,web_visit
2025-07-17,C100347,web_visit
2024-10-31,C101199,web_visit
2025-01-02,C100313,push_open
2024-10-25,C100574,push_open
2025-05-17,C101057,email_open
2025-09-10,C100207,push_click
2025-03-15,C100603,push_open
2024-12-04,C100689,push_click
2025-08-16,C100495,web_visit
2024-12-24,C101022,email_click
2024-12-10,C100590,email_open
2025-09-14,C100634,email_click
2025-05-12,C100408,web_visit
2025-03-18,C100861,email_click
2025-03-11,C100882,email_open
2025-03-07,C100119,web_visit
2024-12-06,C100661,push_open
2025-03-07,C101018,web_visit
2024-11-23,C101109,web_visit
2025-05-26,C100402,push_click
2025-06-26,C100328,email_open
2025-09-26,C100616,web_visit
2025-06-25,C100824,email_open
2024-11-21,C101024,email_click
2025-01-26,C100397,email_open
2025-01-23,C100598,push_click
2025-10-06,C100181,push_click
2024-10-28,C100488,email_click
2025-10-05,C100171,push_open
2025-03-14,C101086,push_open
2025-09-06,C100839,push_open
2025-06-08,C100022,push_click
2024-10-17,C100578,push_click
2025-01-09,C100276,push_open
2025-07-10,C100389,web_visit
2025-04-13,C100211,push_click
2025-02-15,C100892,web_visit
2025-01-04,C100016,web_visit
2025-04-16,C100589,push_open
2024-12-28,C100675,push_open
2025-02-01,C100991,email_click
2024-11-28,C100955,web_visit
2025-01-01,C100994,push_open
2025-09-15,C100069,email_open
2025-06-28,C100414,email_open
2025-02-15,C100217,email_open
2025-02-07,C100696,email_click
2025-02-08,C100145,web_visit
2024-12-07,C100713,email_open
2024-12-18,C100345,push_open
2025-07-24,C100759,web_visit
2025-08-05,C100442,push_open
2025-01-04,C100703,push_click
2025-04-28,C100556,push_open
2024-11-27,C100724,web_visit
2025-09-16,C100727,email_click
2025-09-28,C100886,web_visit
2025-01-20,C100191,email_open
2025-07-18,C100951,email_click
2025-03-28,C101045,push_click
2025-04-13,C100728,email_click
2024-11-30,C100346,web_visit
2025-07-15,C100088,email_click
2025-04-07,C101004,email_open
2025-01-14,C101038,push_click
2024-12-23,C100469,email_click
2025-06-30,C100419,email_click
2025-06-03,C100413,push_click
2025-02-16,C101009,email_click
2025-02-08,C100885,web_visit
2025-05-19,C101077,push_open
2024-12-21,C100845,push_click
2025-01-19,C100563,push_click
2024-10-17,C100313,web_visit
2024-10-17,C100489,email_open
2025-06-27,C100510,push_open
2025-07-10,C100772,email_open
2025-07-05,C100805,push_click
2025-08-29,C100755,web_visit
2025-02-06,C100847,push_click
2024-12-07,C100978,email_open
2025-04-05,C100903,web_visit
2025-04-10,C100055,email_open
2025-07-24,C100075,web_visit
2025-08-27,C100490,email_open
2025-04-13,C101069,push_open
2025-07-31,C101052,email_open
2025-03-09,C101026,web_visit
2025-05-27,C100824,push_click
2024-11-02,C100058,email_open
2025-06-15,C100851,email_click
2024-10-31,C100804,email_click
2024-12-23,C100255,push_open
2025-09-24,C100029,web_visit
2025-04-10,C100204,web_visit
2024-11-30,C100267,email_open
