date,customer_id,product_id,order_value
2025-09-02,C100500,P1001,230.0
2025-01-07,C100142,P1010,1653.86
2025-06-25,C100812,P1007,1264.04
2025-08-19,C101163,P1003,2497.03
2025-04-03,C100611,P1004,1809.18
2024-11-14,C100074,P1005,2243.34
2025-06-15,C100017,P1005,1139.94
2025-07-29,C101060,P1006,996.08
2025-05-23,C100722,P1010,1073.68
2025-06-30,C100413,P1006,792.57
2025-02-04,C100515,P1004,1277.28
2025-05-18,C100062,P1012,868.81
2025-09-28,C100265,P1011,859.28
2025-01-22,C100420,P1012,1727.92
2025-07-08,C100777,P1003,1160.39
2025-05-02,C101065,P1004,732.97
2025-08-17,C100021,P1001,650.02
2025-07-11,C100018,P1007,1366.13
2024-12-21,C100208,P1006,441.22
2025-08-05,C100845,P1012,2385.06
2025-04-17,C100260,P1011,411.4
2025-03-18,C100929,P1012,824.33
2024-10-13,C100548,P1009,1258.67
2024-10-27,C100956,P1008,930.07
2025-08-14,C100348,P1010,2099.6
2024-10-19,C101047,P1006,432.79
2025-02-03,C100644,P1004,1313.7
2025-01-27,C100638,P1010,1031.71
2024-11-18,C100912,P1012,1010.27
2025-08-16,C101177,P1007,1071.84
2025-06-23,C101164,P1008,651.83
2024-11-02,C100661,P1009,968.45
2025-04-05,C100372,P1012,1095.4
2025-01-14,C100836,P1001,1371.16
2025-04-25,C100413,P1007,1077.83
2025-07-05,C100962,P1003,1922.58
2025-07-30,C100678,P1005,585.2
2025-05-22,C100325,P1012,1649.88
2025-01-23,C100207,P1002,788.18
2025-07-08,C100656,P1011,1527.53
2025-08-09,C100493,P1008,640.01
2025-04-12,C100527,P1007,2048.46
2025-09-15,C100826,P1002,1120.74
2025-04-19,C100854,P1008,200.1
2025-09-04,C100916,P1003,350.58
2024-11-05,C100296,P1007,1618.6
2025-07-23,C101092,P1011,506.58
2025-01-02,C100898,P1006,870.83
2025-03-25,C100730,P1009,590.93
2025-02-12,C100088,P1003,1885.33
2025-03-21,C100527,P1003,1278.52
2025-09-22,C100404,P1001,2338.91
2024-11-01,C100675,P1001,1124.95
2024-11-26,C100197,P1003,1804.56
2025-04-14,C100194,P1007,785.26
2025-01-30,C100894,P1003,179.68
2025-02-07,C101115,P1005,2267.18
2025-06-20,C100790,P1006,1745.97
2025-02-24,C100520,P1012,1376.72
2025-08-16,C100549,P1006,1234.21
2024-12-10,C100824,P1004,714.05
2025-06-11,C100452,P1012,1218.84
2024-12-15,C101072,P1003,653.56
2025-09-27,C101046,P1012,1786.87
2024-11-19,C100763,P1010,1753.07
2024-10-15,C100565,P1007,1377.7
2025-04-03,C100026,P1011,1670.01
2025-03-09,C101082,P1010,485.2
2025-03-27,C100996,P1010,1783.63
2025-02-14,C100511,P1007,449.69
2024-11-16,C101102,P1007,243.45
2025-06-03,C101065,P1011,1773.15
2025-07-16,C101185,P1009,1284.04
2025-04-15,C100346,P1006,2078.91
2025-05-28,C101171,P1010,1048.76
2025-06-23,C100740,P1002,2381.33
2025-08-22,C101173,P1011,1426.57
2025-09-02,C101163,P1009,380.65
2024-11-02,C100668,P1005,1490.9
2025-04-14,C100041,P1007,608.71
2025-02-27,C100348,P1008,2300.78
2025-07-10,C100813,P1005,2320.5
2025-04-09,C100755,P1003,2346.33
2025-09-05,C100131,P1007,1624.45
2024-12-05,C100117,P1006,869.72
2025-01-06,C100929,P1009,1292.76
2025-05-07,C101193,P1008,2229.71
2025-07-19,C101030,P1009,854.48
2025-04-15,C100803,P1005,2004.78
2024-12-23,C100834,P1012,900.79
2025-02-27,C100312,P1011,895.46
2025-03-07,C100504,P1010,722.04
2025-06-23,C100053,P1005,1767.63
2025-03-14,C100267,P1009,1896.75
2025-03-24,C100948,P1010,296.28
2024-10-31,C100894,P1002,402.92
2025-10-05,C100092,P1007,2184.89
2025-05-10,C100134,P1012,1559.92
2025-08-18,C100624,P1002,1022.1
2024-11-09,C100405,P1009,1948.5
2025-04-28,C100148,P1007,838.31
2025-09-07,C100820,P1004,719.63
2024-10-17,C100083,P1005,1931.16
2025-04-27,C100077,P1010,1262.42
2025-05-13,C101072,P1011,2282.56
2024-11-24,C100187,P1008,174.47
2025-02-06,C101129,P1012,785.01
2025-01-23,C100953,P1006,1463.45
2025-09-16,C101142,P1008,1588.08
2025-08-16,C100535,P1007,1697.08
2025-05-05,C100487,P1003,2220.78
2025-07-25,C100826,P1008,1525.3
2024-11-17,C101113,P1002,323.03
2025-01-26,C100078,P1010,1474.44
2025-05-02,C100587,P1010,1224.58
2025-04-17,C101067,P1010,1155.47
2024-12-01,C100286,P1004,390.44
2025-05-15,C100786,P1011,318.87
2025-07-14,C100141,P1011,1437.33
2025-03-27,C100715,P1008,240.57
2025-09-09,C100208,P1003,2405.22
2025-09-24,C100462,P1010,762.52
2025-03-17,C100050,P1006,1240.41
2024-10-18,C100499,P1003,2271.85
2025-01-10,C101035,P1010,394.41
2025-08-25,C100907,P1011,1320.72
2025-08-14,C101135,P1010,2155.47
2025-03-22,C101019,P1009,599.42
2025-06-21,C100881,P1007,1172.35
2025-02-25,C100068,P1009,842.49
2024-10-28,C101166,P1010,2014.21
2025-05-22,C100391,P1001,1641.18
2025-01-20,C100354,P1004,737.3
2025-05-09,C101095,P1001,2215.52
2025-08-22,C100172,P1010,1611.82
2025-08-28,C100590,P1009,336.63
2024-11-08,C100793,P1010,1680.59
2024-12-23,C101093,P1003,2316.96
2025-02-07,C100586,P1003,896.11
2025-08-12,C101123,P1001,951.93
2025-06-13,C100164,P1005,609.68
2025-08-12,C100165,P1009,915.25
2025-06-11,C100852,P1005,2197.79
2025-03-01,C100546,P1001,2299.66
2024-11-29,C100239,P1002,997.54
2025-07-29,C100942,P1009,820.78
2025-05-28,C100319,P1009,2054.61
2025-03-24,C100709,P1003,1680.75
2025-06-28,C100119,P1010,1508.81
2025-01-28,C100895,P1012,1957.93
2024-12-12,C100914,P1009,1360.08
2025-03-17,C101185,P1006,1929.36
2025-06-23,C100260,P1006,2481.66
2025-01-10,C100244,P1006,581.71
2024-11-04,C100154,P1009,544.99
2024-12-14,C100327,P1012,2403.06
2025-02-11,C100682,P1001,1335.93
2025-08-20,C100449,P1002,1955.98
2025-09-12,C100735,P1002,1095.95
2025-04-27,C100910,P1002,1628.73
2025-05-31,C100176,P1002,1253.07
2025-04-06,C100207,P1011,914.87
2025-05-04,C100622,P1001,513.76
2025-04-01,C100109,P1003,564.7
2025-04-25,C101109,P1008,1979.68
2025-02-11,C100851,P1008,2197.43
2025-03-12,C100907,P1007,285.71
2025-05-18,C100033,P1007,2018.32
2024-11-21,C100099,P1012,855.79
2025-03-04,C100166,P1011,1796.8
2025-01-19,C100373,P1004,1662.13
2025-03-25,C100888,P1001,726.25
2024-12-07,C100816,P1007,157.11
2024-11-13,C101059,P1009,158.74
2025-09-13,C100913,P1010,961.13
2025-05-11,C100196,P1002,2092.15
2025-01-30,C101119,P1008,1705.66
2025-02-03,C100920,P1010,603.22
2025-06-07,C100235,P1001,2335.82
2025-08-30,C100162,P1006,582.41
2025-08-23,C100097,P1012,1229.02
2024-12-02,C100584,P1004,2054.82
2025-07-02,C101015,P1001,754.32
2025-09-26,C101197,P1003,206.65
2025-04-10,C100411,P1009,527.56
2025-03-30,C100615,P1001,1798.25
2024-11-14,C100610,P1005,1635.77
2025-08-19,C100627,P1007,1460.56
2024-11-05,C100008,P1012,1491.33
2025-01-08,C100682,P1006,307.67
2025-08-03,C100873,P1005,1277.93
2025-09-01,C100883,P1001,317.66
2025-01-26,C100144,P1010,1848.48
2024-12-31,C100737,P1007,2159.9
2025-09-25,C101099,P1008,1917.28
2025-07-24,C100567,P1009,998.86
2025-03-14,C100782,P1012,1659.52
2025-06-28,C100002,P1003,338.12
2025-02-07,C100268,P1005,1080.78
2025-04-22,C100572,P1002,1686.59
2025-03-17,C100310,P1011,1346.83
2024-12-26,C100438,P1010,1589.91
2024-10-08,C100632,P1002,1658.08
2024-11-09,C100339,P1002,1472.53
2025-02-14,C100829,P1007,1372.33
2025-06-27,C100475,P1012,2102.92
2024-11-21,C100648,P1007,1842.41
2024-11-14,C101098,P1009,2184.76
2024-11-08,C100521,P1010,573.14
2025-07-27,C100024,P1010,684.43
2025-06-13,C101176,P1007,1037.05
2024-12-31,C100000,P1004,169.13
2025-07-12,C100241,P1006,303.19
2025-06-01,C100886,P1008,2299.12
2025-08-09,C100195,P1011,1077.37
2025-08-15,C100593,P1006,686.34
2024-12-12,C100686,P1004,774.85
2025-01-18,C100559,P1012,2267.37
2024-10-18,C100892,P1008,2104.48
2025-09-08,C100182,P1006,1658.23
2025-06-28,C100271,P1009,1207.03
2024-12-20,C100405,P1011,1442.93
2025-01-06,C100461,P1004,1332.64
2025-10-07,C100812,P1011,1425.48
2025-05-14,C100715,P1003,562.15
2025-01-30,C100381,P1005,418.11
2025-06-05,C100086,P1002,1202.84
2025-07-25,C100583,P1005,1980.14
2025-08-18,C100143,P1005,2008.82
2025-03-22,C100783,P1005,1527.6
2025-08-21,C101190,P1003,1901.71
2025-01-19,C100961,P1012,798.2
2025-05-10,C100783,P1011,2307.12
2025-07-03,C101173,P1003,882.08
2025-04-16,C100042,P1011,1311.64
2024-12-17,C100985,P1008,655.19
2025-05-28,C100517,P1012,944.89
2024-12-21,C100521,P1001,982.57
2025-08-17,C101142,P1001,1230.61
2025-02-16,C100854,P1009,1765.42
2025-02-17,C100817,P1012,1594.09
2024-12-06,C100335,P1003,1017.2
2025-03-10,C100002,P1011,1915.41
2025-03-07,C100530,P1007,2213.03
2024-11-20,C100872,P1004,957.73
2025-01-24,C100691,P1006,2168.9
2025-08-02,C100236,P1001,585.63
2025-02-01,C100590,P1009,1189.61
2024-12-09,C101010,P1006,2058.91
2025-04-12,C100234,P1001,1952.91
2025-05-17,C100412,P1009,1433.24
2024-11-11,C100608,P1005,1454.66
2025-06-07,C100700,P1009,1047.81
2025-05-08,C100326,P1012,769.15
2025-06-05,C100881,P1006,1335.32
2025-04-18,C100200,P1005,542.05
2024-11-04,C100714,P1004,393.33
2025-01-29,C101081,P1005,1982.82
2024-12-28,C100750,P1010,970.7
2025-02-12,C100904,P1009,441.23
2025-05-29,C101178,P1001,1504.38
2025-09-24,C100565,P1004,665.72
2025-02-28,C100052,P1010,2332.31
2025-01-22,C100936,P1011,1905.52
2025-10-07,C100476,P1008,2045.51
2025-08-23,C100005,P1012,1435.8
2025-04-13,C100513,P1009,1966.41
2025-01-18,C100016,P1011,1166.24
2025-05-29,C100955,P1008,2409.11
2025-02-05,C100032,P1003,2492.63
2024-11-20,C100025,P1011,2069.12
2024-12-25,C101092,P1007,851.44
2025-03-21,C100138,P1009,559.89
2024-12-29,C101039,P1007,926.76
2025-01-12,C101179,P1003,284.67
2024-11-29,C100416,P1002,2093.11
2025-07-08,C100503,P1004,1365.23
2025-02-23,C101074,P1009,1642.76
2024-10-29,C100496,P1005,1736.91
2025-09-06,C100245,P1001,708.82
2024-10-19,C101093,P1005,1734.69
2024-12-14,C100203,P1001,1838.52
2025-03-04,C100301,P1006,2471.56
2025-05-31,C100393,P1012,1617.71
2025-04-03,C100254,P1004,727.47
2025-03-07,C100321,P1006,2359.1
2025-06-21,C100514,P1007,1987.7
2025-01-28,C100847,P1008,957.75
2024-12-01,C100761,P1007,2414.44
2025-03-30,C100400,P1006,2021.22
2025-02-03,C101106,P1011,2410.99
2024-10-17,C100327,P1010,736.04
2025-07-07,C100121,P1012,469.0
2025-04-16,C100485,P1008,1242.92
2025-06-05,C101161,P1005,1222.73
2025-04-11,C100883,P1007,967.06
2025-09-23,C101055,P1002,1872.58
2025-06-13,C100014,P1008,2393.86
2025-07-09,C100638,P1008,2398.73
2025-02-13,C100649,P1006,655.12
2024-12-05,C101152,P1008,1255.15
2024-11-11,C100726,P1008,823.19
2025-06-17,C100554,P1002,1480.73
2025-04-28,C100370,P1006,1433.04
2024-10-27,C100007,P1006,2065.82
2025-08-03,C100031,P1006,1240.98
2024-11-08,C101086,P1006,1361.35
2025-05-10,C100290,P1001,2418.01
2025-03-20,C101021,P1006,2096.84
2025-02-11,C100849,P1001,2103.76
2024-11-19,C100357,P1007,961.53
2025-03-02,C100173,P1011,227.96
2025-09-22,C100711,P1002,901.81
2025-08-11,C101087,P1009,472.98
2025-08-02,C100354,P1004,1941.99
2025-03-26,C100442,P1001,2098.41
2025-03-09,C101139,P1005,1898.08
2025-02-24,C100571,P1003,1749.18
2024-11-06,C100268,P1002,759.98
2025-10-01,C101184,P1009,696.98
2025-03-19,C100471,P1004,706.43
2025-08-21,C100398,P1012,1562.98
2025-07-21,C100498,P1006,151.19
2025-05-17,C100933,P1005,700.94
2025-08-14,C100916,P1002,2213.21
2025-10-05,C100251,P1009,244.11
2024-11-14,C101187,P1010,1354.54
2025-03-22,C100590,P1005,2424.3
2025-06-23,C100058,P1006,1241.12
2025-02-24,C100576,P1009,2089.74
2025-03-08,C101079,P1001,1985.84
2025-06-03,C100329,P1006,1701.03
2025-01-11,C100077,P1004,1505.52
2025-07-13,C100042,P1008,237.84
2024-10-16,C100758,P1002,1770.11
2024-12-19,C100949,P1009,2294.85
2025-09-06,C100439,P1012,1849.92
2025-03-20,C100520,P1010,1396.61
2024-11-04,C100176,P1003,1766.52
2025-04-21,C100745,P1003,977.46
2025-04-18,C100854,P1009,1570.77
2024-11-07,C100840,P1001,1328.37
2025-09-14,C100912,P1008,932.66
2025-09-22,C100019,P1004,1402.9
2024-11-12,C100747,P1005,1491.62
2025-06-30,C100205,P1001,1750.36
2025-05-30,C100087,P1005,1073.69
2025-09-30,C100994,P1005,231.34
2025-02-02,C100333,P1008,190.98
2025-08-07,C100342,P1007,1897.97
2025-09-30,C100162,P1001,799.63
2024-11-22,C100851,P1010,713.96
2025-06-04,C100614,P1001,1010.55
2025-02-22,C100744,P1011,827.19
2025-02-08,C100350,P1007,2294.06
2025-07-25,C100087,P1012,1260.99
2025-02-20,C100110,P1006,359.05
2025-04-03,C101040,P1010,1347.42
2025-02-11,C100927,P1008,2218.52
2025-05-23,C100461,P1003,1065.03
2025-07-21,C100717,P1007,2229.51
2025-04-03,C100216,P1010,369.63
2025-06-12,C100773,P1003,1028.31
2025-03-31,C100581,P1010,1705.9
2024-11-12,C101165,P1001,2179.02
2025-02-06,C100820,P1010,459.49
2025-04-22,C100758,P1002,1066.11
2024-10-09,C100651,P1008,1752.4
2024-12-14,C101059,P1002,2066.79
2025-01-07,C100282,P1005,1162.83
2024-10-22,C100184,P1002,1984.32
2025-03-26,C100007,P1005,487.02
2025-03-19,C100393,P1012,629.79
2024-12-20,C100693,P1010,1412.73
2025-06-09,C100336,P1004,194.24
2025-08-31,C100030,P1011,2197.63
2025-02-08,C101163,P1006,1915.38
2025-08-27,C100878,P1002,1091.7
2025-01-01,C100782,P1006,1756.19
2025-06-09,C100170,P1007,2231.72
2025-06-19,C100983,P1007,1686.89
2025-07-24,C100351,P1003,522.58
2025-06-15,C100521,P1005,1031.13
2025-06-29,C100819,P1001,340.19
2025-08-19,C101090,P1010,1280.84
2025-09-30,C100208,P1005,2478.04
2025-04-05,C100268,P1001,1421.41
2025-09-06,C100018,P1002,1687.31
2025-02-20,C101029,P1003,439.92
2024-11-20,C100877,P1003,2300.78
2025-03-16,C100175,P1001,1372.45
2025-06-20,C100383,P1002,2124.66
2025-04-23,C100305,P1004,472.54
2024-10-21,C100969,P1007,1747.55
2025-09-02,C100191,P1010,1935.94
2025-03-04,C100744,P1003,966.91
2025-04-29,C100527,P1012,1826.19
2025-01-25,C101128,P1004,2463.44
2024-11-17,C100269,P1005,1346.96
2025-03-16,C100938,P1005,1674.9
2025-04-27,C101195,P1006,1583.95
2024-11-06,C100904,P1004,1435.53
2025-04-05,C101166,P1008,811.94
2025-01-19,C101101,P1006,1747.71
2025-08-28,C101143,P1011,507.56
2025-01-28,C101178,P1010,1853.77
2025-09-26,C100841,P1001,1757.24
2025-09-30,C100523,P1008,451.82
2025-03-25,C101102,P1006,1863.95
2025-01-16,C100844,P1009,1808.89
2025-09-22,C101145,P1008,849.61
2025-05-22,C100625,P1007,1223.52
2025-03-14,C100823,P1007,1347.62
2025-08-22,C100795,P1005,1146.22
2025-07-13,C101068,P1002,2097.84
2025-09-19,C100822,P1011,1472.74
2025-04-09,C100457,P1007,1762.68
2024-11-10,C100128,P1011,996.12
2025-02-17,C101077,P1006,2470.9
2025-07-12,C100420,P1003,370.37
2024-11-30,C100121,P1012,1024.44
2025-01-10,C100666,P1011,2110.51
2025-02-07,C100573,P1007,1111.14
2024-10-31,C100058,P1002,1505.96
2025-09-30,C101031,P1011,361.83
2024-10-22,C100899,P1004,292.43
2024-10-10,C100039,P1005,1916.78
2025-05-22,C101006,P1002,1475.05
2025-10-02,C100000,P1003,1269.65
2024-10-14,C100544,P1002,755.29
2025-09-14,C100494,P1002,442.32
2025-07-01,C100483,P1003,829.26
2024-10-19,C101132,P1011,462.59
2024-10-13,C100150,P1010,2358.38
2025-03-01,C100659,P1002,969.05
2025-01-14,C100474,P1008,705.13
2025-04-30,C100787,P1008,872.01
2024-11-09,C100815,P1002,886.12
2025-05-27,C100257,P1005,2161.74
2025-01-31,C100536,P1005,1962.44
2025-03-05,C101041,P1004,853.1
2025-05-06,C100554,P1002,300.81
2025-07-28,C101192,P1010,156.56
2025-01-11,C100978,P1008,1944.94
2025-07-31,C100186,P1011,2094.03
2025-07-10,C100457,P1003,1206.92
2025-06-26,C100483,P1012,757.12
2025-09-12,C100070,P1003,1299.14
2024-12-08,C101001,P1002,1730.87
2025-05-21,C100649,P1012,2189.95
2025-06-02,C101065,P1005,1486.26
2025-01-11,C100177,P1006,607.02
2025-09-24,C100766,P1003,757.21
2025-02-27,C100812,P1001,349.04
2025-02-04,C100438,P1002,1491.43
2025-02-03,C101113,P1004,1996.7
2025-05-13,C100915,P1004,747.38
2025-08-16,C100612,P1007,637.51
2025-08-11,C101197,P1002,700.59
2025-10-01,C101190,P1007,1180.36
2025-02-14,C100123,P1010,674.2
2025-08-31,C100276,P1004,419.6
2024-10-10,C100622,P1007,944.58
2025-09-06,C100164,P1001,1710.36
2025-09-25,C100166,P1004,286.34
2024-11-25,C100139,P1008,2273.73
2025-03-08,C100528,P1008,1033.02
2025-09-19,C100305,P1002,377.77
2025-05-13,C100657,P1010,851.1
2024-10-28,C100607,P1010,1037.53
2024-12-15,C100655,P1011,1216.18
2025-01-03,C100349,P1003,1708.12
2025-08-17,C100142,P1002,307.7
2025-08-04,C100958,P1008,1919.63
2024-11-11,C100694,P1011,1709.78
2024-10-30,C100899,P1007,2262.09
2025-06-16,C100003,P1005,2098.05
2025-06-24,C100313,P1010,2085.0
2025-06-23,C100329,P1006,1475.43
2025-07-19,C100651,P1003,1441.74
2025-03-02,C101024,P1001,268.45
2025-02-24,C100261,P1010,1996.4
2025-09-26,C100409,P1006,444.64
2025-03-16,C100089,P1005,1458.05
2024-12-07,C100031,P1009,1349.62
2025-03-25,C100122,P1004,1292.09
2025-07-10,C100079,P1012,2171.38
2025-08-30,C100427,P1004,729.98
2025-09-09,C101165,P1005,2395.45
2025-03-24,C100814,P1010,2229.03
2024-11-14,C100241,P1007,2330.98
2024-12-23,C101195,P1011,1762.4
2024-12-08,C100751,P1002,2487.04
2024-10-29,C100755,P1012,2100.23
2024-11-23,C100349,P1008,794.19
2025-07-02,C100324,P1001,1313.6
2025-05-07,C100380,P1011,2124.96
2025-06-24,C100448,P1011,2264.5
2025-10-07,C100436,P1002,1420.74
2025-03-14,C100224,P1008,1437.4
2025-04-09,C100478,P1012,1975.93
2025-06-29,C101150,P1011,1494.18
2025-08-24,C100479,P1002,2284.78
2025-04-28,C100171,P1012,2357.95
2025-08-01,C100920,P1011,1641.85
2025-09-24,C100845,P1003,960.16
2025-03-20,C101099,P1011,789.9
2025-02-25,C100266,P1003,1511.13
2024-11-14,C100325,P1011,1527.28
2025-07-20,C100766,P1012,2273.98
2025-02-20,C100773,P1003,2128.8
2025-06-12,C101022,P1011,2106.52
2025-08-11,C100853,P1003,2395.4
2025-03-18,C100996,P1011,990.66
2024-11-03,C100610,P1002,1887.39
2025-06-18,C100932,P1004,1943.01
2024-11-11,C100158,P1006,1933.72
2025-06-03,C100707,P1012,990.68
2025-07-19,C100304,P1003,1259.23
2025-03-24,C100858,P1008,1780.55
2025-01-30,C100526,P1011,2460.97
2025-08-02,C101139,P1012,852.03
2025-09-08,C100046,P1011,1674.53
2025-09-12,C100886,P1012,1899.04
2025-07-02,C100360,P1009,309.68
2025-08-22,C100007,P1007,1461.22
2025-06-27,C100638,P1010,402.65
2024-11-04,C100491,P1001,784.51
2025-08-01,C100183,P1001,748.98
2025-02-03,C100830,P1005,1985.88
2025-02-08,C100866,P1007,1845.84
2025-02-19,C100682,P1010,368.5
2025-04-11,C100139,P1007,1918.04
2024-10-17,C100203,P1012,1296.62
2024-11-01,C100140,P1005,2491.17
2025-06-29,C100309,P1003,1025.13
2025-03-13,C100047,P1004,360.12
2024-10-30,C100589,P1010,265.69
2025-04-05,C100062,P1012,1539.62
2025-03-29,C101047,P1002,1773.03
2025-01-19,C100870,P1009,922.01
2024-11-05,C100346,P1007,1788.2
2024-12-09,C100928,P1007,1941.5
2025-04-03,C100339,P1007,2323.82
2025-04-20,C100109,P1005,261.74
2024-10-31,C100758,P1005,2301.07
2025-03-13,C100943,P1009,1142.32
2024-11-06,C101033,P1003,1020.64
2024-10-26,C100534,P1001,1531.95
2025-09-10,C101156,P1009,666.73
2025-06-26,C100196,P1009,210.06
2024-12-30,C101100,P1006,1742.9
2024-12-18,C100594,P1011,1137.21
2025-07-21,C100164,P1002,1877.92
2024-11-06,C100203,P1012,1386.47
2025-06-18,C100048,P1006,1351.45
2024-12-07,C100554,P1012,1556.85
2024-11-27,C100814,P1006,1489.16
2024-11-10,C100326,P1004,2255.89
2025-01-23,C100198,P1007,2309.24
2025-03-28,C101093,P1001,220.57
2025-04-20,C100685,P1003,2447.73
2025-10-03,C100783,P1001,817.22
2025-08-03,C100205,P1005,476.65
2024-10-15,C100403,P1001,857.1
2025-08-02,C100542,P1012,1811.84
2024-10-12,C100623,P1004,210.29
2025-03-25,C100520,P1005,851.66
2025-08-05,C101013,P1012,545.9
2025-09-26,C100731,P1004,1716.9
2025-01-17,C100639,P1001,974.29
2025-03-21,C100881,P1007,450.39
2025-01-16,C100471,P1011,2442.13
2025-02-27,C101079,P1009,1172.91
2025-08-26,C100102,P1011,845.87
2024-12-11,C100227,P1002,791.59
2024-11-01,C100099,P1006,2325.99
2025-06-17,C100572,P1009,1504.57
2025-03-09,C100805,P1003,1647.68
2025-08-10,C100576,P1006,577.41
2025-09-30,C100052,P1007,891.34
2025-07-20,C100587,P1010,531.1
